station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
IND,2020-04-02 20:35,M,M,M,30.00,4.00,M,30.10,M,10.00,30.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022035Z AUTO 03004G30KT 10SM 16/01 A3010 RMK T01600010 MADISHF
IND,2020-04-02 20:40,M,M,M,30.00,4.00,M,30.10,M,10.00,30.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022040Z AUTO 03004G30KT 10SM 16/01 A3010 RMK T01600010 MADISHF
IND,2020-04-02 20:45,M,M,M,80.00,2.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022045Z AUTO 08002KT 10SM 16/01 A3009 RMK T01600010 MADISHF
IND,2020-04-02 20:50,M,M,M,90.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022050Z AUTO 09005KT 10SM 16/01 A3009 RMK T01600010 MADISHF
IND,2020-04-02 20:54,60.10,33.10,36.05,80.00,3.00,0.00,30.09,1019.20,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 022054Z 08003KT 10SM SCT250 16/01 A3009 RMK AO2 SLP192 T01560006 56020
IND,2020-04-02 20:55,M,M,M,80.00,2.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022055Z AUTO 08002KT 10SM 16/01 A3009 RMK T01600010 VRB03KT  MADISHF
IND,2020-04-02 21:00,M,M,M,0.00,0.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022100Z AUTO 00000KT 10SM 16/01 A3009 RMK T01600010 MADISHF
IND,2020-04-02 21:05,M,M,M,0.00,0.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022105Z AUTO 00000KT 10SM 16/01 A3009 RMK T01600010 MADISHF
IND,2020-04-02 21:10,M,M,M,70.00,2.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022110Z AUTO 07002KT 10SM 16/01 A3009 RMK T01600010 MADISHF
IND,2020-04-02 21:15,M,M,M,0.00,0.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022115Z AUTO 00000KT 10SM 16/01 A3009 RMK T01600010 MADISHF
IND,2020-04-02 21:20,M,M,M,30.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022120Z AUTO 03005KT 10SM 17/01 A3009 RMK T01700010 MADISHF
IND,2020-04-02 21:25,M,M,M,10.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022125Z AUTO 01005KT 10SM 17/02 A3009 RMK T01700020 MADISHF
IND,2020-04-02 21:30,M,M,M,40.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022130Z AUTO 04005KT 10SM 17/01 A3009 RMK T01700010 MADISHF
IND,2020-04-02 21:35,M,M,M,90.00,4.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022135Z AUTO 09004KT 10SM 16/01 A3009 RMK T01600010 MADISHF
IND,2020-04-02 21:40,M,M,M,0.00,0.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022140Z AUTO 00000KT 10SM 16/00 A3009 RMK T01600000 MADISHF
IND,2020-04-02 21:45,M,M,M,80.00,4.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022145Z AUTO 08004KT 10SM 16/01 A3007 RMK T01600010 MADISHF
IND,2020-04-02 21:50,M,M,M,90.00,2.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022150Z AUTO 09002KT 10SM 16/00 A3007 RMK T01600000 VRB03KT  MADISHF
IND,2020-04-02 21:55,M,M,M,M,M,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022155Z AUTO /////KT 10SM CLR 16/01 A3007 RMK T01600010 MADISHF
IND,2020-04-02 22:00,M,M,M,0.00,0.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022200Z AUTO 00000KT 10SM CLR 16/01 A3007 RMK T01600010 MADISHF
IND,2020-04-02 22:05,M,M,M,0.00,0.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022205Z AUTO 00000KT 10SM CLR 16/01 A3007 RMK T01600010 MADISHF
IND,2020-04-02 22:10,M,M,M,0.00,0.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022210Z AUTO 00000KT 10SM CLR 16/01 A3007 RMK T01600010 MADISHF
IND,2020-04-02 22:15,M,M,M,30.00,4.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022215Z AUTO 03004KT 10SM 16/01 A3007 RMK T01600010 MADISHF
IND,2020-04-02 22:20,M,M,M,60.00,4.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022220Z AUTO 06004KT 10SM 16/00 A3007 RMK T01600000 MADISHF
IND,2020-04-02 22:25,M,M,M,50.00,2.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022225Z AUTO 05002KT 10SM 16/00 A3007 RMK T01600000 MADISHF
IND,2020-04-02 22:30,M,M,M,0.00,0.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022230Z AUTO 00000KT 10SM 17/00 A3007 RMK T01700000 MADISHF
IND,2020-04-02 22:35,M,M,M,0.00,0.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022235Z AUTO 00000KT 10SM 17/00 A3007 RMK T01700000 MADISHF
IND,2020-04-02 22:40,M,M,M,40.00,5.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022240Z AUTO 04005KT 10SM 16/M01 A3007 RMK T01601010 MADISHF
IND,2020-04-02 22:45,M,M,M,70.00,4.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022245Z AUTO 07004KT 10SM 16/M01 A3007 RMK T01601010 MADISHF
IND,2020-04-02 22:50,M,M,M,0.00,0.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022250Z AUTO 00000KT 10SM 16/M01 A3007 RMK T01601010 MADISHF
IND,2020-04-02 22:54,61.00,30.00,30.80,0.00,0.00,0.00,30.08,1018.90,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 022254Z 00000KT 10SM BKN250 16/M01 A3008 RMK AO2 SLP189 T01611011
IND,2020-04-02 22:55,M,M,M,M,M,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022255Z AUTO /////KT 10SM 16/M01 A3007 RMK T01601010 MADISHF
IND,2020-04-02 23:00,M,M,M,20.00,5.00,M,30.08,M,10.00,30.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022300Z AUTO 02005G30KT 10SM 16/M01 A3007 RMK T01601010 MADISHF
IND,2020-04-02 23:05,M,M,M,20.00,5.00,M,30.08,M,10.00,30.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022305Z AUTO 02005G30KT 10SM 16/01 A3007 RMK T01600010 MADISHF
IND,2020-04-02 23:10,M,M,M,20.00,5.00,M,30.09,M,10.00,30.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022310Z AUTO 02005G30KT 10SM 16/01 A3009 RMK T01600010 MADISHF
IND,2020-04-02 23:15,M,M,M,20.00,5.00,M,30.09,M,10.00,30.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022315Z AUTO 02005G30KT 10SM 16/01 A3009 RMK T01600010 MADISHF
IND,2020-04-02 23:20,M,M,M,60.00,2.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022320Z AUTO 06002KT 10SM 16/01 A3009 RMK T01600010 MADISHF
IND,2020-04-02 23:25,M,M,M,30.00,2.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022325Z AUTO 03002KT 10SM 16/01 A3009 RMK T01600010 MADISHF
IND,2020-04-02 23:30,M,M,M,20.00,4.00,M,30.09,M,10.00,30.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022330Z AUTO 02004G30KT 10SM 15/02 A3009 RMK T01500020 MADISHF
IND,2020-04-02 23:35,M,M,M,20.00,4.00,M,30.09,M,10.00,30.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022335Z AUTO 02004G30KT 10SM 14/03 A3009 RMK T01400030 MADISHF
IND,2020-04-02 23:40,M,M,M,20.00,4.00,M,30.09,M,10.00,30.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022340Z AUTO 02004G30KT 10SM 14/02 A3009 RMK T01400020 MADISHF
IND,2020-04-02 23:45,M,M,M,20.00,4.00,M,30.09,M,10.00,30.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022345Z AUTO 02004G30KT 10SM 14/02 A3009 RMK T01400020 MADISHF
IND,2020-04-02 23:50,M,M,M,40.00,5.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022350Z AUTO 04005KT 10SM 14/02 A3007 RMK T01400020 MADISHF
IND,2020-04-02 23:55,M,M,M,50.00,5.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 022355Z AUTO 05005KT 10SM 14/02 A3007 RMK T01400020 MADISHF
IND,2020-04-03 00:00,M,M,M,M,M,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030000Z AUTO /////KT 10SM 14/02 A3007 RMK T01400020 MADISHF
IND,2020-04-03 00:05,M,M,M,60.00,5.00,M,30.08,M,10.00,30.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030005Z AUTO 06005G30KT 10SM 13/02 A3007 RMK T01300020 MADISHF
IND,2020-04-03 00:10,M,M,M,60.00,5.00,M,30.08,M,10.00,30.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030010Z AUTO 06005G30KT 10SM 13/02 A3007 RMK T01300020 MADISHF
IND,2020-04-03 00:15,M,M,M,50.00,5.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030015Z AUTO 05005KT 10SM 13/02 A3007 RMK T01300020 MADISHF
IND,2020-04-03 00:20,M,M,M,50.00,5.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030020Z AUTO 05005KT 10SM 13/02 A3007 RMK T01300020 MADISHF
IND,2020-04-03 00:25,M,M,M,70.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030025Z AUTO 07005KT 10SM 14/02 A3009 RMK T01400020 MADISHF
IND,2020-04-03 00:30,M,M,M,100.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030030Z AUTO 10005KT 10SM 13/02 A3009 RMK T01300020 MADISHF
IND,2020-04-03 00:35,M,M,M,90.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030035Z AUTO 09005KT 10SM 13/02 A3009 RMK T01300020 MADISHF
IND,2020-04-03 00:40,M,M,M,100.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030040Z AUTO 10005KT 10SM 13/02 A3009 RMK T01300020 MADISHF
IND,2020-04-03 00:45,M,M,M,100.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030045Z AUTO 10005KT 10SM 13/02 A3009 RMK T01300020 MADISHF
IND,2020-04-03 00:50,M,M,M,90.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030050Z AUTO 09005KT 10SM 13/02 A3009 RMK T01300020 MADISHF
IND,2020-04-03 00:55,M,M,M,80.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030055Z AUTO 08005KT 10SM 13/02 A3009 RMK T01300020 MADISHF
IND,2020-04-03 01:00,M,M,M,80.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030100Z AUTO 08005KT 10SM 13/02 A3009 RMK T01300020 MADISHF
IND,2020-04-03 01:05,M,M,M,70.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030105Z AUTO 07005KT 10SM 13/02 A3009 RMK T01300020 MADISHF
IND,2020-04-03 01:10,M,M,M,80.00,5.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030110Z AUTO 08005KT 10SM 13/02 A3009 RMK T01300020 MADISHF
IND,2020-04-03 01:15,M,M,M,80.00,4.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030115Z AUTO 08004KT 10SM 13/02 A3009 RMK T01300020 MADISHF
IND,2020-04-03 01:20,M,M,M,80.00,4.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030120Z AUTO 08004KT 10SM 13/02 A3009 RMK T01300020 MADISHF
IND,2020-04-03 01:25,M,M,M,80.00,4.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030125Z AUTO 08004KT 10SM 13/02 A3010 RMK T01300020 MADISHF
IND,2020-04-03 01:30,M,M,M,80.00,5.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030130Z AUTO 08005KT 10SM 13/03 A3010 RMK T01300030 MADISHF
IND,2020-04-03 01:35,M,M,M,80.00,4.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030135Z AUTO 08004KT 10SM 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 01:40,M,M,M,90.00,4.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030140Z AUTO 09004KT 10SM 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 01:45,M,M,M,90.00,5.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030145Z AUTO 09005KT 10SM 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 01:50,M,M,M,90.00,4.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030150Z AUTO 09004KT 10SM 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 01:54,54.00,37.00,52.45,90.00,4.00,0.00,30.10,1019.40,10.00,M,BKN,BKN,M,M,21000.00,25000.00,M,M,M,M,M,M,M,M,M,M,KIND 030154Z 09004KT 10SM BKN210 BKN250 12/03 A3010 RMK AO2 SLP194 T01220028
IND,2020-04-03 01:55,M,M,M,90.00,4.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030155Z AUTO 09004KT 10SM CLR 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 02:00,M,M,M,90.00,2.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030200Z AUTO 09002KT 10SM 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 02:05,M,M,M,90.00,2.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030205Z AUTO 09002KT 10SM 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 02:10,M,M,M,100.00,2.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030210Z AUTO 10002KT 10SM 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 02:15,M,M,M,0.00,0.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030215Z AUTO 00000KT 10SM 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 02:20,M,M,M,0.00,0.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030220Z AUTO 00000KT 10SM 12/02 A3010 RMK T01200020 MADISHF
IND,2020-04-03 02:25,M,M,M,110.00,2.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030225Z AUTO 11002KT 10SM 12/02 A3010 RMK T01200020 MADISHF
IND,2020-04-03 02:30,M,M,M,0.00,0.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030230Z AUTO 00000KT 10SM 12/02 A3010 RMK T01200020 MADISHF
IND,2020-04-03 02:35,M,M,M,0.00,0.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030235Z AUTO 00000KT 10SM 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 02:40,M,M,M,0.00,0.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030240Z AUTO 00000KT 10SM 12/02 A3010 RMK T01200020 MADISHF
IND,2020-04-03 02:45,M,M,M,0.00,0.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030245Z AUTO 00000KT 10SM 12/02 A3010 RMK T01200020 MADISHF
IND,2020-04-03 02:50,M,M,M,90.00,2.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030250Z AUTO 09002KT 10SM 12/02 A3010 RMK T01200020 MADISHF
IND,2020-04-03 02:54,54.00,36.00,50.42,90.00,3.00,0.00,30.10,1019.40,10.00,M,SCT,OVC,M,M,21000.00,25000.00,M,M,M,M,M,M,M,M,M,M,KIND 030254Z 09003KT 10SM SCT210 OVC250 12/02 A3010 RMK AO2 SLP194 T01220022 51006
IND,2020-04-03 02:55,M,M,M,90.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030255Z AUTO 09002KT 10SM CLR 12/02 A3010 RMK T01200020 MADISHF
IND,2020-04-03 03:00,M,M,M,90.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030300Z AUTO 09002KT 10SM CLR 12/02 A3010 RMK T01200020 MADISHF
IND,2020-04-03 03:05,M,M,M,80.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030305Z AUTO 08002KT 10SM CLR 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 03:10,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030310Z AUTO 00000KT 10SM CLR 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 03:15,M,M,M,70.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030315Z AUTO 07002KT 10SM CLR 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 03:20,M,M,M,60.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030320Z AUTO 06002KT 10SM CLR 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 03:25,M,M,M,50.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030325Z AUTO 05002KT 10SM CLR 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 03:30,M,M,M,50.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030330Z AUTO 05002KT 10SM CLR 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 03:35,M,M,M,50.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030335Z AUTO 05002KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 03:40,M,M,M,40.00,4.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030340Z AUTO 04004KT 10SM CLR 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 03:45,M,M,M,40.00,5.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030345Z AUTO 04005KT 10SM CLR 10/03 A3010 RMK T01000030 MADISHF
IND,2020-04-03 03:50,M,M,M,50.00,2.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030350Z AUTO 05002KT 10SM 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 03:54,51.10,37.90,60.46,60.00,3.00,0.00,30.10,1019.30,10.00,M,SCT,BKN,M,M,18000.00,25000.00,M,M,M,M,M,M,M,M,M,M,KIND 030354Z 06003KT 10SM SCT180 BKN250 11/03 A3010 RMK AO2 SLP193 T01060033
IND,2020-04-03 03:55,M,M,M,60.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030355Z AUTO 06002KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 04:00,M,M,M,50.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030400Z AUTO 05002KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 04:05,M,M,M,70.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030405Z AUTO 07002KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 04:10,M,M,M,60.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030410Z AUTO 06002KT 10SM CLR 12/03 A3010 RMK T01200030 MADISHF
IND,2020-04-03 04:15,M,M,M,60.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030415Z AUTO 06002KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 04:20,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030420Z AUTO 00000KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 04:25,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030425Z AUTO 00000KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 04:30,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030430Z AUTO 00000KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 04:35,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030435Z AUTO 00000KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 04:40,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030440Z AUTO 00000KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 04:45,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030445Z AUTO 00000KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 04:50,M,M,M,0.00,0.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030450Z AUTO 00000KT 10SM 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 04:54,52.00,37.00,56.45,0.00,0.00,0.00,30.09,1019.00,10.00,M,SCT,BKN,M,M,15000.00,25000.00,M,M,M,M,M,M,M,M,M,M,KIND 030454Z 00000KT 10SM SCT150 BKN250 11/03 A3009 RMK AO2 SLP190 T01110028 401670017
IND,2020-04-03 04:55,M,M,M,0.00,0.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030455Z AUTO 00000KT 10SM CLR 11/03 A3009 RMK T01100030 MADISHF
IND,2020-04-03 05:00,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030500Z AUTO 00000KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 05:05,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030505Z AUTO 00000KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 05:10,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030510Z AUTO 00000KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 05:15,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030515Z AUTO 00000KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 05:20,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030520Z AUTO 00000KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 05:25,M,M,M,100.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030525Z AUTO 10002KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
IND,2020-04-03 05:30,M,M,M,90.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 030530Z AUTO 09002KT 10SM CLR 11/03 A3010 RMK T01100030 MADISHF
