station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
IND,2020-04-01 00:45,M,M,M,340.00,8.00,M,29.95,M,10.00,M,FEW,BKN,OVC,M,2200.00,4400.00,7000.00,M,M,M,M,M,M,M,M,M,KIND 010045Z AUTO 34008KT 10SM FEW022 BKN044 OVC070 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 00:50,M,M,M,330.00,7.00,M,29.95,M,10.00,M,FEW,BKN,OVC,M,2200.00,4400.00,7000.00,M,M,M,M,M,M,M,M,M,KIND 010050Z AUTO 33007KT 10SM FEW022 BKN044 OVC070 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 00:54,41.00,37.90,88.62,340.00,8.00,0.00,29.95,1014.60,10.00,M,FEW,BKN,OVC,M,2200.00,4400.00,7000.00,M,M,M,M,M,M,M,M,35.20,KIND 010054Z 34008KT 10SM FEW022 BKN044 OVC070 05/03 A2995 RMK AO2 SLP146 T00500033
IND,2020-04-01 00:55,M,M,M,330.00,8.00,M,29.95,M,10.00,M,FEW,BKN,OVC,M,2200.00,4400.00,7000.00,M,M,M,M,M,M,M,M,M,KIND 010055Z AUTO 33008KT 10SM FEW022 BKN044 OVC070 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 01:00,M,M,M,330.00,9.00,M,29.95,M,10.00,M,FEW,BKN,OVC,M,2200.00,4400.00,7000.00,M,M,M,M,M,M,M,M,M,KIND 010100Z AUTO 33009KT 10SM FEW022 BKN044 OVC070 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 01:05,M,M,M,340.00,10.00,M,29.95,M,10.00,M,FEW,BKN,OVC,M,2200.00,4400.00,7000.00,M,M,M,M,M,M,M,M,M,KIND 010105Z AUTO 34010KT 10SM FEW022 BKN044 OVC070 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 01:10,M,M,M,340.00,9.00,M,29.95,M,10.00,M,FEW,BKN,OVC,M,2200.00,4400.00,7000.00,M,M,M,M,M,M,M,M,M,KIND 010110Z AUTO 34009KT 10SM FEW022 BKN044 OVC070 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 01:15,M,M,M,340.00,10.00,M,29.96,M,10.00,M,SCT,BKN,OVC,M,2200.00,4400.00,7000.00,M,M,M,M,M,M,M,M,M,KIND 010115Z AUTO 34010KT 10SM SCT022 BKN044 OVC070 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 01:20,M,M,M,340.00,9.00,M,29.95,M,10.00,M,SCT,BKN,OVC,M,2200.00,4400.00,7000.00,M,M,M,M,M,M,M,M,M,KIND 010120Z AUTO 34009KT 10SM SCT022 BKN044 OVC070 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 01:25,M,M,M,340.00,10.00,M,29.96,M,10.00,M,SCT,BKN,OVC,M,2200.00,4400.00,7000.00,M,-RA,M,M,M,M,M,M,M,KIND 010125Z AUTO 34010KT 10SM -RA SCT022 BKN044 OVC070 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 01:30,M,M,M,340.00,10.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,-RA,M,M,M,M,M,M,M,KIND 010130Z AUTO 34010KT 10SM -RA BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 01:31,41.00,37.90,88.62,340.00,10.00,T,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,4000.00,M,M,-RA,M,M,M,M,M,M,34.25,KIND 010131Z 34010KT 10SM -RA BKN015 OVC040 05/03 A2996 RMK AO2 RAB25 P0000 T00500033
IND,2020-04-01 01:35,M,M,M,340.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,-RA,M,M,M,M,M,M,M,KIND 010135Z AUTO 34008KT 10SM -RA BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 01:40,M,M,M,340.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010140Z AUTO 34008KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 01:45,M,M,M,350.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010145Z AUTO 35008KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 01:50,M,M,M,340.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010150Z AUTO 34008KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 01:54,41.00,37.90,88.62,340.00,9.00,T,29.96,1015.00,10.00,M,BKN,OVC,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,34.70,KIND 010154Z 34009KT 10SM BKN015 OVC040 05/03 A2996 RMK AO2 RAB25E40 SLP150 P0000 T00500033
IND,2020-04-01 01:55,M,M,M,340.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010155Z AUTO 34008KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 02:00,M,M,M,330.00,7.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010200Z AUTO 33007KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 02:05,M,M,M,340.00,7.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010205Z AUTO 34007KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 02:10,M,M,M,340.00,9.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010210Z AUTO 34009KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 02:15,M,M,M,330.00,10.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010215Z AUTO 33010KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 02:20,M,M,M,340.00,7.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010220Z AUTO 34007KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 02:25,M,M,M,330.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010225Z AUTO 33008KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 02:30,M,M,M,330.00,9.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010230Z AUTO 33009KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 02:35,M,M,M,340.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010235Z AUTO 34008KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 02:40,M,M,M,330.00,9.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010240Z AUTO 33009KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 02:45,M,M,M,340.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3999.00,M,M,M,M,M,M,M,M,M,M,KIND 010245Z AUTO 34008KT 10SM BKN015 OVC039 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 02:50,M,M,M,330.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1500.00,3200.00,M,M,M,M,M,M,M,M,M,M,KIND 010250Z AUTO 33008KT 10SM BKN015 OVC032 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 02:54,41.00,37.90,88.62,340.00,8.00,0.00,29.96,1014.90,10.00,M,BKN,OVC,M,M,1500.00,3200.00,M,M,M,M,M,M,M,M,M,35.20,KIND 010254Z 34008KT 10SM BKN015 OVC032 05/03 A2996 RMK AO2 SLP149 60000 T00500033 50004
IND,2020-04-01 02:55,M,M,M,340.00,8.00,M,29.96,M,10.00,M,BKN,BKN,OVC,M,1500.00,2600.00,3200.00,M,M,M,M,M,M,M,M,M,KIND 010255Z AUTO 34008KT 10SM BKN015 BKN026 OVC032 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 03:00,M,M,M,340.00,8.00,M,29.96,M,10.00,M,BKN,BKN,OVC,M,1500.00,2600.00,3200.00,M,M,M,M,M,M,M,M,M,KIND 010300Z AUTO 34008KT 10SM BKN015 BKN026 OVC032 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 03:05,M,M,M,340.00,8.00,M,29.96,M,10.00,M,SCT,BKN,OVC,M,1500.00,2600.00,3200.00,M,M,M,M,M,M,M,M,M,KIND 010305Z AUTO 34008KT 10SM SCT015 BKN026 OVC032 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 03:10,M,M,M,340.00,9.00,M,29.96,M,10.00,M,SCT,BKN,OVC,M,1500.00,2600.00,3200.00,M,M,M,M,M,M,M,M,M,KIND 010310Z AUTO 34009KT 10SM SCT015 BKN026 OVC032 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 03:15,M,M,M,360.00,11.00,M,29.96,M,9.00,M,SCT,BKN,OVC,M,1500.00,2600.00,3200.00,M,-RA,M,M,M,M,M,M,M,KIND 010315Z AUTO 36011KT 9SM -RA SCT015 BKN026 OVC032 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 03:20,M,M,M,360.00,11.00,M,29.96,M,10.00,M,SCT,BKN,OVC,M,1500.00,2600.00,3200.00,M,-RA,M,M,M,M,M,M,M,KIND 010320Z AUTO 36011KT 10SM -RA SCT015 BKN026 OVC032 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 03:25,M,M,M,360.00,10.00,M,29.97,M,7.00,M,BKN,OVC,M,M,1500.00,2200.00,M,M,-RA,M,M,M,M,M,M,M,KIND 010325Z AUTO 36010KT 7SM -RA BKN015 OVC022 05/03 A2996 RMK T00500030 MADISHF
IND,2020-04-01 03:30,M,M,M,360.00,9.00,M,29.97,M,7.00,M,BKN,OVC,M,M,1800.00,2200.00,M,M,-RA,M,M,M,M,M,M,M,KIND 010330Z AUTO 36009KT 7SM -RA BKN018 OVC022 04/03 A2996 RMK T00400030 MADISHF
IND,2020-04-01 03:35,M,M,M,360.00,8.00,M,29.97,M,9.00,M,BKN,OVC,M,M,1800.00,2200.00,M,M,-RA,M,M,M,M,M,M,M,KIND 010335Z AUTO 36008KT 9SM -RA BKN018 OVC022 04/03 A2996 RMK T00400030 MADISHF
IND,2020-04-01 03:40,M,M,M,350.00,7.00,M,29.97,M,9.00,M,BKN,OVC,M,M,1800.00,2300.00,M,M,-RA,M,M,M,M,M,M,M,KIND 010340Z AUTO 35007KT 9SM -RA BKN018 OVC023 04/03 A2996 RMK T00400030 MADISHF
IND,2020-04-01 03:45,M,M,M,350.00,5.00,M,29.97,M,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,M,KIND 010345Z AUTO 35005KT 10SM OVC018 04/03 A2996 RMK T00400030 MADISHF
IND,2020-04-01 03:50,M,M,M,350.00,5.00,M,29.97,M,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,M,KIND 010350Z AUTO 35005KT 10SM OVC018 04/03 A2996 RMK T00400030 MADISHF
IND,2020-04-01 03:54,41.00,37.90,88.62,330.00,5.00,T,29.97,1015.30,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,37.08,KIND 010354Z 33005KT 10SM OVC018 05/03 A2997 RMK AO2 RAB15E45 SLP153 P0000 T00500033
IND,2020-04-01 03:55,M,M,M,330.00,5.00,M,29.97,M,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,M,KIND 010355Z AUTO 33005KT 10SM OVC018 05/03 A2996 RMK T00500030 MADISHF
IND,2020-04-01 04:00,M,M,M,340.00,5.00,M,29.97,M,7.00,M,SCT,BKN,OVC,M,1400.00,1800.00,3300.00,M,-RA,M,M,M,M,M,M,M,KIND 010400Z AUTO 34005KT 7SM -RA SCT014 BKN018 OVC033 04/03 A2996 RMK T00400030 MADISHF
IND,2020-04-01 04:05,M,M,M,340.00,5.00,M,29.97,M,8.00,M,SCT,BKN,OVC,M,1500.00,2100.00,3300.00,M,-RA,M,M,M,M,M,M,M,KIND 010405Z AUTO 34005KT 8SM -RA SCT015 BKN021 OVC033 04/04 A2996 RMK T00400040 MADISHF
IND,2020-04-01 04:10,M,M,M,340.00,7.00,M,29.97,M,10.00,M,FEW,BKN,OVC,M,1500.00,2100.00,3300.00,M,M,M,M,M,M,M,M,M,KIND 010410Z AUTO 34007KT 10SM FEW015 BKN021 OVC033 04/03 A2996 RMK T00400030 MADISHF
IND,2020-04-01 04:15,M,M,M,340.00,7.00,M,29.97,M,10.00,M,FEW,BKN,OVC,M,1500.00,2100.00,3300.00,M,M,M,M,M,M,M,M,M,KIND 010415Z AUTO 34007KT 10SM FEW015 BKN021 OVC033 05/03 A2996 RMK T00500030 MADISHF
IND,2020-04-01 04:20,M,M,M,340.00,7.00,M,29.97,M,10.00,M,BKN,OVC,M,M,1699.00,3300.00,M,M,M,M,M,M,M,M,M,M,KIND 010420Z AUTO 34007KT 10SM BKN016 OVC033 05/03 A2996 RMK T00500030 MADISHF
IND,2020-04-01 04:25,M,M,M,340.00,7.00,M,29.97,M,9.00,M,FEW,BKN,OVC,M,900.00,1500.00,2100.00,M,-RA,M,M,M,M,M,M,M,KIND 010425Z AUTO 34007KT 9SM -RA FEW009 BKN015 OVC021 05/04 A2996 RMK T00500040 MADISHF
IND,2020-04-01 04:30,M,M,M,340.00,5.00,M,29.97,M,9.00,M,BKN,OVC,M,M,999.00,1800.00,M,M,-RA,M,M,M,M,M,M,M,KIND 010430Z AUTO 34005KT 9SM -RA BKN009 OVC018 05/04 A2996 RMK T00500040 MADISHF
IND,2020-04-01 04:35,41.00,39.00,92.52,340.00,5.00,T,29.97,M,10.00,M,BKN,OVC,M,M,1200.00,1800.00,M,M,-RA,M,M,M,M,M,M,37.08,KIND 010435Z 34005KT 10SM -RA BKN012 OVC018 05/04 A2997 RMK AO2 RAB0357 P0000 T00500039
IND,2020-04-01 04:40,M,M,M,330.00,7.00,M,29.97,M,10.00,M,BKN,OVC,M,M,999.00,1800.00,M,M,M,M,M,M,M,M,M,M,KIND 010440Z AUTO 33007KT 10SM BKN009 OVC018 05/04 A2996 RMK T00500040 MADISHF
IND,2020-04-01 04:45,M,M,M,340.00,7.00,M,29.97,M,9.00,M,BKN,OVC,M,M,999.00,1400.00,M,M,-RA,M,M,M,M,M,M,M,KIND 010445Z AUTO 34007KT 9SM -RA BKN009 OVC014 05/04 A2996 RMK T00500040 MADISHF
IND,2020-04-01 04:50,M,M,M,340.00,8.00,M,29.97,M,7.00,M,OVC,M,M,M,999.00,M,M,M,-RA,M,M,M,M,M,M,M,KIND 010450Z AUTO 34008KT 7SM -RA OVC009 05/04 A2996 RMK T00500040 MADISHF
IND,2020-04-01 04:54,41.00,39.00,92.52,340.00,7.00,T,29.97,1015.30,6.00,M,BKN,OVC,M,M,800.00,1200.00,M,M,-RA BR,M,M,M,M,M,M,35.75,KIND 010454Z 34007KT 6SM -RA BR BKN008 OVC012 05/04 A2997 RMK AO2 RAB0357 SLP153 P0000 T00500039 400610033
IND,2020-04-01 04:55,M,M,M,340.00,7.00,M,29.97,M,6.00,M,BKN,OVC,M,M,800.00,1200.00,M,M,-RA BR,M,M,M,M,M,M,M,KIND 010455Z AUTO 34007KT 6SM -RA BR BKN008 OVC012 05/04 A2996 RMK T00500040 MADISHF
IND,2020-04-01 05:00,M,M,M,360.00,7.00,0.01,29.97,M,5.00,M,BKN,OVC,M,M,600.00,1200.00,M,M,-RA BR,M,M,M,M,M,M,M,KIND 010500Z AUTO 36007KT 5SM -RA BR BKN006 OVC012 05/04 A2996 RMK P0000 T00500040 MADISHF
IND,2020-04-01 05:05,M,M,M,360.00,5.00,0.01,29.97,M,5.00,M,BKN,OVC,M,M,800.00,1100.00,M,M,-RA BR,M,M,M,M,M,M,M,KIND 010505Z AUTO 36005KT 5SM -RA BR BKN008 OVC011 05/04 A2996 RMK P0000 T00500040 MADISHF
IND,2020-04-01 05:10,M,M,M,360.00,5.00,0.01,29.97,M,6.00,M,OVC,M,M,M,600.00,M,M,M,-RA BR,M,M,M,M,M,M,M,KIND 010510Z AUTO 36005KT 6SM -RA BR OVC006 05/04 A2996 RMK P0000 T00500040 MADISHF
IND,2020-04-01 05:15,M,M,M,360.00,5.00,0.01,29.97,M,7.00,M,OVC,M,M,M,600.00,M,M,M,-RA,M,M,M,M,M,M,M,KIND 010515Z AUTO 36005KT 7SM -RA OVC006 05/04 A2996 RMK P0000 T00500040 MADISHF
IND,2020-04-01 05:20,M,M,M,340.00,7.00,0.01,29.97,M,7.00,M,BKN,OVC,M,M,600.00,1500.00,M,M,-RA,M,M,M,M,M,M,M,KIND 010520Z AUTO 34007KT 7SM -RA BKN006 OVC015 05/04 A2996 RMK P0000 T00500040 MADISHF
IND,2020-04-01 05:25,M,M,M,340.00,8.00,0.01,29.97,M,7.00,M,SCT,BKN,OVC,M,600.00,1100.00,2500.00,M,-RA,M,M,M,M,M,M,M,KIND 010525Z AUTO 34008KT 7SM -RA SCT006 BKN011 OVC025 05/04 A2996 RMK P0000 T00500040 MADISHF
IND,2020-04-01 05:30,M,M,M,340.00,8.00,0.01,29.97,M,8.00,M,SCT,BKN,OVC,M,600.00,1300.00,3900.00,M,-RA,M,M,M,M,M,M,M,KIND 010530Z AUTO 34008KT 8SM -RA SCT006 BKN013 OVC039 05/04 A2996 RMK P0000 T00500040 MADISHF
IND,2020-04-01 05:31,41.00,39.00,92.52,340.00,8.00,0.01,29.97,M,9.00,M,SCT,BKN,OVC,M,600.00,1300.00,3900.00,M,-RA,M,M,M,M,M,M,35.20,KIND 010531Z 34008KT 9SM -RA SCT006 BKN013 OVC039 05/04 A2997 RMK AO2 P0001 T00500039
IND,2020-04-01 05:35,M,M,M,340.00,9.00,0.01,29.97,M,10.00,M,SCT,BKN,OVC,M,800.00,1400.00,3900.00,M,M,M,M,M,M,M,M,M,KIND 010535Z AUTO 34009KT 10SM SCT008 BKN014 OVC039 05/04 A2996 RMK P0000 T00500040 MADISHF
IND,2020-04-01 05:40,M,M,M,340.00,7.00,0.01,29.96,M,10.00,M,SCT,BKN,OVC,M,800.00,1400.00,3900.00,M,M,M,M,M,M,M,M,M,KIND 010540Z AUTO 34007KT 10SM SCT008 BKN014 OVC039 05/04 A2995 RMK P0000 T00500040 MADISHF
IND,2020-04-01 05:45,M,M,M,330.00,7.00,0.01,29.97,M,10.00,M,SCT,BKN,OVC,M,800.00,1400.00,3900.00,M,M,M,M,M,M,M,M,M,KIND 010545Z AUTO 33007KT 10SM SCT008 BKN014 OVC039 05/04 A2996 RMK P0000 T00500040 MADISHF
IND,2020-04-01 05:50,M,M,M,330.00,8.00,0.01,29.97,M,10.00,M,SCT,BKN,OVC,M,800.00,1400.00,3900.00,M,M,M,M,M,M,M,M,M,KIND 010550Z AUTO 33008KT 10SM SCT008 BKN014 OVC039 05/04 A2996 RMK P0000 T00500040 MADISHF
IND,2020-04-01 05:54,41.00,39.00,92.52,330.00,9.00,0.01,29.97,1015.10,10.00,M,SCT,BKN,OVC,M,800.00,1400.00,3900.00,M,M,M,M,M,M,M,M,34.70,KIND 010554Z 33009KT 10SM SCT008 BKN014 OVC039 05/04 A2997 RMK AO2 RAE35 SLP151 P0001 60001 T00500039 10050 20044 50002
IND,2020-04-01 05:55,M,M,M,330.00,9.00,M,29.97,M,10.00,M,SCT,BKN,OVC,M,999.00,1400.00,3900.00,M,M,M,M,M,M,M,M,M,KIND 010555Z AUTO 33009KT 10SM SCT009 BKN014 OVC039 05/04 A2996 RMK T00500040 MADISHF
IND,2020-04-01 06:00,M,M,M,340.00,9.00,M,29.96,M,10.00,M,SCT,BKN,OVC,M,999.00,1400.00,3900.00,M,M,M,M,M,M,M,M,M,KIND 010600Z AUTO 34009KT 10SM SCT009 BKN014 OVC039 05/04 A2995 RMK T00500040 MADISHF
IND,2020-04-01 06:05,M,M,M,330.00,9.00,M,29.96,M,10.00,M,SCT,BKN,OVC,M,999.00,1400.00,3900.00,M,M,M,M,M,M,M,M,M,KIND 010605Z AUTO 33009KT 10SM SCT009 BKN014 OVC039 05/04 A2995 RMK T00500040 MADISHF
IND,2020-04-01 06:10,M,M,M,330.00,10.00,M,29.97,M,10.00,M,SCT,BKN,OVC,M,999.00,1400.00,3900.00,M,M,M,M,M,M,M,M,M,KIND 010610Z AUTO 33010KT 10SM SCT009 BKN014 OVC039 05/03 A2996 RMK T00500030 MADISHF
IND,2020-04-01 06:15,M,M,M,340.00,9.00,M,29.97,M,10.00,M,OVC,M,M,M,999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 010615Z AUTO 34009KT 10SM OVC009 05/03 A2996 RMK T00500030 MADISHF
IND,2020-04-01 06:20,M,M,M,340.00,8.00,M,29.96,M,10.00,M,OVC,M,M,M,999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 010620Z AUTO 34008KT 10SM OVC009 05/04 A2995 RMK T00500040 MADISHF
IND,2020-04-01 06:25,M,M,M,340.00,9.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,1500.00,M,M,M,M,M,M,M,M,M,M,KIND 010625Z AUTO 34009KT 10SM BKN009 OVC015 05/04 A2995 RMK T00500040 MADISHF
IND,2020-04-01 06:30,M,M,M,340.00,9.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,1400.00,M,M,M,M,M,M,M,M,M,M,KIND 010630Z AUTO 34009KT 10SM BKN009 OVC014 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 06:35,M,M,M,340.00,9.00,M,29.96,M,10.00,M,OVC,M,M,M,999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 010635Z AUTO 34009KT 10SM OVC009 05/03 A2995 RMK T00500030 MADISHF
IND,2020-04-01 06:40,M,M,M,340.00,11.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,1699.00,M,M,M,M,M,M,M,M,M,M,KIND 010640Z AUTO 34011KT 10SM BKN009 OVC016 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 06:45,M,M,M,350.00,9.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,1900.00,M,M,M,M,M,M,M,M,M,M,KIND 010645Z AUTO 35009KT 10SM BKN009 OVC019 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 06:50,M,M,M,340.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,1900.00,M,M,M,M,M,M,M,M,M,M,KIND 010650Z AUTO 34008KT 10SM BKN009 OVC019 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 06:54,39.90,37.90,92.48,340.00,8.00,0.00,29.96,1014.80,10.00,M,BKN,OVC,M,M,1000.00,1900.00,M,M,M,M,M,M,M,M,M,33.84,KIND 010654Z 34008KT 10SM BKN010 OVC019 04/03 A2996 RMK AO2 SLP148 T00440033
IND,2020-04-01 06:55,M,M,M,340.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,1900.00,M,M,M,M,M,M,M,M,M,M,KIND 010655Z AUTO 34008KT 10SM BKN009 OVC019 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 07:00,M,M,M,340.00,9.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,2100.00,M,M,M,M,M,M,M,M,M,M,KIND 010700Z AUTO 34009KT 10SM BKN009 OVC021 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 07:05,M,M,M,340.00,9.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1100.00,2100.00,M,M,M,M,M,M,M,M,M,M,KIND 010705Z AUTO 34009KT 10SM BKN011 OVC021 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 07:10,M,M,M,340.00,9.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1100.00,2100.00,M,M,M,M,M,M,M,M,M,M,KIND 010710Z AUTO 34009KT 10SM BKN011 OVC021 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 07:15,M,M,M,340.00,7.00,M,29.96,M,10.00,M,BKN,OVC,M,M,1100.00,2200.00,M,M,M,M,M,M,M,M,M,M,KIND 010715Z AUTO 34007KT 10SM BKN011 OVC022 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 07:20,M,M,M,340.00,9.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,2200.00,M,M,M,M,M,M,M,M,M,M,KIND 010720Z AUTO 34009KT 10SM BKN009 OVC022 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 07:25,M,M,M,330.00,9.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,2100.00,M,M,M,M,M,M,M,M,M,M,KIND 010725Z AUTO 33009KT 10SM BKN009 OVC021 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 07:30,M,M,M,340.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,2100.00,M,M,M,M,M,M,M,M,M,M,KIND 010730Z AUTO 34008KT 10SM BKN009 OVC021 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 07:35,M,M,M,340.00,9.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,2100.00,M,M,M,M,M,M,M,M,M,M,KIND 010735Z AUTO 34009KT 10SM BKN009 OVC021 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 07:40,M,M,M,330.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,2100.00,M,M,M,M,M,M,M,M,M,M,KIND 010740Z AUTO 33008KT 10SM BKN009 OVC021 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 07:45,M,M,M,340.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,2100.00,M,M,M,M,M,M,M,M,M,M,KIND 010745Z AUTO 34008KT 10SM BKN009 OVC021 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 07:50,M,M,M,330.00,8.00,M,29.96,M,10.00,M,BKN,OVC,M,M,999.00,2100.00,M,M,M,M,M,M,M,M,M,M,KIND 010750Z AUTO 33008KT 10SM BKN009 OVC021 04/03 A2995 RMK T00400030 MADISHF
IND,2020-04-01 07:54,39.90,37.90,92.48,340.00,8.00,0.00,29.96,1014.70,10.00,M,SCT,OVC,M,M,1000.00,2100.00,M,M,M,M,M,M,M,M,M,33.84,KIND 010754Z 34008KT 10SM SCT010 OVC021 04/03 A2996 RMK AO2 SLP147 T00440033
